title,studio,domestic_gross,foreign_gross,year,total_gross
the mountain between us,Fox,30300000,32500000,2017,62800000
the star,Sony,40900000,22000000,2017,62900000
how to be a latin lover,PNT,32100000,29700000,2017,61800000
"everything, everything",WB,34100000,27500000,2017,61600000
snatched,Fox,45900000,15000000,2017,60900000
my little pony: the movie,LGF,21900000,38400000,2017,60300000
molly's game,STX,28800000,30500000,2017,59300000
all the money in the world,TriS,25100000,31900000,2017,57000000
the big sick,LGF,42900000,13500000,2017,56400000
confidential assignment,CJ,476000,55500000,2017,55976000
downsizing,Par.,24400000,30600000,2017,55000000
"i, tonya",Neon,30000000,23900000,2017,53900000
logan lucky,BST,27800000,20700000,2017,48500000
tyler perry's boo 2! a madea halloween,LGF,47300000,1000000,2017,48300000
phantom thread,Focus,21200000,26600000,2017,47800000
rough night,Sony,22100000,25200000,2017,47300000
the battleship island,CJ,1100000,45000000,2017,46100000
flatliners (2017),Sony,16900000,28300000,2017,45200000
all eyez on me,LG/S,44900000,0,2017,44900000
mother!,Par.,17800000,26700000,2017,44500000
47 meters down,ENTMP,44300000,0,2017,44300000
the snowman,Uni.,6700000,36400000,2017,43100000
gifted,FoxS,24800000,18200000,2017,43000000
loving vincent,Good Deed,6700000,35500000,2017,42200000
call me by your name,SPC,18100000,23800000,2017,41900000
t2: trainspotting,TriS,2400000,39300000,2017,41700000
fist fight,WB (NL),32200000,8900000,2017,41100000
diary of a wimpy kid: the long haul,Fox,20700000,19400000,2017,40100000
the house,WB (NL),25600000,8600000,2017,34200000
tad the lost explorer and the secret of king midas,ParC,5900,34200000,2017,34205900
wind river,Wein.,33800000,0,2017,33800000
sleepless,ORF,20800000,12100000,2017,32900000
kidnap (2017),Aviron,31000000,0,2017,31000000
the disaster artist,A24,21100000,8700000,2017,29800000
hostiles,ENTMP,29800000,0,2017,29800000
the beguiled (2017),Focus,10700000,16700000,2017,27400000
home again,ORF,27000000,0,2017,27000000
judwaa 2,FIP,1400000,25500000,2017,26900000
chips,WB,18600000,8199999,2017,26799999
the bye bye man,STX,22400000,4300000,2017,26700000
a cure for wellness,Fox,8100000,18500000,2017,26600000
the zookeeper's wife,Focus,17600000,8600000,2017,26200000
only the brave,Sony,18300000,7400000,2017,25700000
father figures,WB,17500000,8100000,2017,25600000
badrinath ki dulhania,FIP,2000000,23200000,2017,25200000
born in china,BV,13900000,11200000,2017,25100000
the founder,Wein.,12800000,11300000,2017,24100000
jolly llb 2,FIP,1700000,21300000,2017,23000000
the glass castle,LGF,17300000,4600000,2017,21900000
sword art online: the movie - ordinal scale,Elev.,1500000,19200000,2017,20700000
the circle (2017),STX,20500000,0,2017,20500000
it comes at night,A24,14000000,5300000,2017,19300000
the lost city of z,BST,8600000,10700000,2017,19300000
unforgettable (2017),WB,11400000,6400000,2017,17800000
the case for christ,PFR,14700000,3000000,2017,17700000
detroit,Annapurna,16800000,0,2017,16800000
wonder wheel,Amazon,1400000,14500000,2017,15900000
gold,Wein.,7200000,7700000,2017,14900000
the space between us,STX,7900000,6900000,2017,14800000
wish upon,BG,14300000,0,2017,14300000
a united kingdom,FoxS,3900000,9900000,2017,13800000
"roman j. israel, esq.",Sony,12000000,1100000,2017,13100000
mubarakan,Sony,759000,12100000,2017,12859000
battle of the sexes,FoxS,12600000,0,2017,12600000
the promise (2017),ORF,8199999,4200000,2017,12399999
before i fall,ORF,12200000,0,2017,12200000
earth: one amazing day,BBC,81300,11600000,2017,11681300
thank you for your service (2017),Uni.,9500000,0,2017,9500000
rock dog,LG/S,9400000,0,2017,9400000
my cousin rachel,FoxS,2700000,6500000,2017,9200000
truman,FR,211000,8800000,2017,9011000
stronger,RAtt.,4200000,4200000,2017,8400000
tulip fever,Wein.,2500000,5900000,2017,8400000
viceroy's house,IFC,1100000,6700000,2017,7800000
amityville: the awakening,W/Dim.,700,7700000,2017,7700700
just getting started,BG,6100000,1600000,2017,7700000
beatriz at dinner,RAtt.,7100000,310000,2017,7410000
i am not your negro,Magn.,7100000,0,2017,7100000
the red turtle,SPC,922000,5700000,2017,6622000
from the land of the moon,IFC,47700,6500000,2017,6547700
maudie,SPC,6200000,0,2017,6200000
all saints,Affirm,5800000,140000,2017,5940000
the florida project,A24,5900000,0,2017,5900000
suburbicon,Par.,5800000,0,2017,5800000
the man who invented christmas,BST,5700000,0,2017,5700000
paris can wait,SPC,5600000,0,2017,5600000
phillauri,FIP,468000,5000000,2017,5468000
ok jaanu,FIP,356000,5000000,2017,5356000
an inconvenient sequel: truth to power,Par.,3500000,1900000,2017,5400000
table 19,FoxS,3600000,1400000,2017,5000000
collide,ORF,2300000,2500000,2017,4800000
the wall,RAtt.,1800000,2700000,2017,4500000
mark felt: the man who brought down the white house,SPC,769000,3600000,2017,4369000
terminator 2: judgment day 3d,Distrib.,1000000,2900000,2017,3900000
brad's status,Annapurna,2100000,1700000,2017,3800000
friend request,ENTMP,3800000,0,2017,3800000
their finest,STX,3600000,0,2017,3600000
wonderstruck,RAtt.,1100000,2200000,2017,3300000
the leisure seeker,SPC,3200000,0,2017,3200000
raw (2017),FCW,515000,2600000,2017,3115000
colossal,Neon,3000000,0,2017,3000000
a gentleman,FIP,410000,2500000,2017,2910000
inhumans,Imax,1500000,1300000,2017,2800000
kedi,Osci.,2800000,0,2017,2800000
the only living boy in new york,RAtt.,624000,1900000,2017,2524000
hazlo como hombre (do it like an hombre),PNT,2500000,0,2017,2500000
poster boys,Sony,97000,2400000,2017,2497000
the salesman,Cohen,2400000,0,2017,2400000
pokemon the movie: i choose you!,Fathom,2400000,0,2017,2400000
jeepers creepers 3,Scre.,2300000,0,2017,2300000
un padre no tan padre,PNT,2200000,0,2017,2200000
good time,A24,2000000,0,2017,2000000
everybody loves somebody,PNT,1900000,0,2017,1900000
along with the gods: the two worlds,WGUSA,1900000,0,2017,1900000
youth (2017),CL,1900000,0,2017,1900000
last flag flying,LGF,965000,904000,2017,1869000
a quiet passion,MBox,1900000,0,2017,1900000
free fire,A24,1800000,0,2017,1800000
the last word,BST,1800000,0,2017,1800000
human flow,Magn.,528000,1300000,2017,1828000
jane (2017),Abr.,1700000,0,2017,1700000
a ghost story,A24,1600000,0,2017,1600000
the square,Magn.,1500000,0,2017,1500000
patti cake$,FoxS,800000,682000,2017,1482000
the wedding plan,RAtt.,1400000,0,2017,1400000
personal shopper,IFC,1300000,0,2017,1300000
churchill,Cohen,1300000,0,2017,1300000
the sense of an ending,CBS,1300000,0,2017,1300000
3 idiotas,PNT,1200000,0,2017,1200000
6 below: miracle on the mountain,MOM,14800,1100000,2017,1114800
lady macbeth,RAtt.,1100000,0,2017,1100000
film stars don't die in liverpool,SPC,1000000,0,2017,1000000
yu-gi-oh! the dark side of dimensions,SV,1000000,0,2017,1000000
lucky (2017),Magn.,956000,0,2017,956000
faces places,Cohen,954000,0,2017,954000
tubelight,Yash,930000,0,2017,930000
frantz,MBox,881000,0,2017,881000
bombshell: the hedy lamarr story,Zeit.,820000,0,2017,820000
walk with me,Gathr,727000,0,2017,727000
buena vista social club: adios,BG,123000,578000,2017,701000
titanic (20th anniversary),Par.,692000,0,2017,692000
lost in paris,Osci.,692000,0,2017,692000
shubh mangal saavdhan,Eros,690000,0,2017,690000
the midwife,MBox,604000,0,2017,604000
3 generations,Wein.,156000,375000,2017,531000
fairy tail: dragon cry,FUN,519000,0,2017,519000
our president,CJ,507000,0,2017,507000
letters from baghdad,Vita.,360000,143000,2017,503000
breathe (2017),BST,490000,0,2017,490000
song to song,BG,444000,0,2017,444000
tom of finland,KL,378000,0,2017,378000
god's own country,Orion,336000,0,2017,336000
the breadwinner,GK,312000,0,2017,312000
a silent voice,Elev.,310000,0,2017,310000
my life as a zucchini,GK,310000,0,2017,310000
happy end,SPC,302000,0,2017,302000
after the storm,FM,272000,0,2017,272000
wakefield,IFC,263000,0,2017,263000
"i, daniel blake",IFC,260000,0,2017,260000
cezanne et moi,Magn.,258000,0,2017,258000
the fortress,CJ,253000,0,2017,253000
black butler: book of the atlantic,FUN,248000,0,2017,248000
the swindlers,WGUSA,242000,0,2017,242000
city of ghosts,IFC,128000,100000,2017,228000
the prison,WGUSA,207000,0,2017,207000
the other side of hope,Jan.,184000,0,2017,184000
marjorie prime,FR,181000,0,2017,181000
graduation,IFC,176000,0,2017,176000
mr. gaga: a true story of love and dance,Abr.,174000,0,2017,174000
in this corner of the world,FUN,172000,0,2017,172000
david lynch: the art life,Jan.,171000,0,2017,171000
13 minutes,SPC,162000,0,2017,162000
the journey,IFC,155000,0,2017,155000
the void,Scre.,151000,0,2017,151000
blade of the immortal,Magn.,151000,0,2017,151000
thelma,Orch.,147000,0,2017,147000
bpm (beats per minute),Orch.,125000,0,2017,125000
explosion,CL,123000,0,2017,123000
the king's choice,Gold.,113000,0,2017,113000
slack bay,KL,113000,0,2017,113000
like crazy (2017),Strand,107000,0,2017,107000
fabricated city,CJ,105000,0,2017,105000
the lure,Jan.,102000,0,2017,102000
score: a film music documentary,Grav.,101000,0,2017,101000
munna michael,Eros,99600,0,2017,99600
the mayor,WGUSA,96800,0,2017,96800
the fencer,CFI,96000,0,2017,96000
memoir of a murderer,WGUSA,91300,0,2017,91300
the king's case note,CJ,91000,0,2017,91000
warriors of the dawn,FIP,84500,0,2017,84500
the nile hilton incident,Strand,81100,0,2017,81100
pop aye,KL,78000,0,2017,78000
i can speak,CJ,63200,0,2017,63200
tomorrow,UTMW,62500,0,2017,62500
worlds apart,CLS,60300,0,2017,60300
extraordinary mission,Crimson,54200,0,2017,54200
the ornithologist,Strand,50500,0,2017,50500
napping princess,GK,48200,0,2017,48200
twenty two,CL,46800,0,2017,46800
bluebeard,WGUSA,43100,0,2017,43100
one week and a day,Osci.,41600,0,2017,41600
the commune,Magn.,38700,0,2017,38700
a woman's life,KL,37600,0,2017,37600
afterimage,FM,33400,0,2017,33400
alone in berlin,IFC,33100,0,2017,33100
the villainess,WGUSA,27700,0,2017,27700
the daughter,KL,26400,0,2017,26400
moscow never sleeps,CAVU,25300,0,2017,25300
my scientology movie,Magn.,22900,0,2017,22900
una,EF,22800,0,2017,22800
bending the arc,Abr.,21900,0,2017,21900
the girl without hands,GK,21800,0,2017,21800
whisky galore,Arrow,21000,0,2017,21000
rv: resurrected victims,WGUSA,20400,0,2017,20400
better watch out,WGUSA,20400,0,2017,20400
absolutely anything,ADC,20200,0,2017,20200
glory (2017),FM,18400,0,2017,18400
porto,KL,15100,0,2017,15100
brotherhood of blades 2: the infernal battlefield,WGUSA,14200,0,2017,14200
abracadabra,Sony,14000,0,2017,14000
blind,VE,12500,0,2017,12500
felicite,Strand,12400,0,2017,12400
dead awake (2017),FR,11500,0,2017,11500
the country doctor,Distrib.,8500,0,2017,8500
overdrive,VE,7800,0,2017,7800
suntan,Strand,6600,0,2017,6600
trespass against us,A24,5700,0,2017,5700
the ardennes,FM,5600,0,2017,5600
oro,Sony,5500,0,2017,5500
singularity,VE,4200,0,2017,4200
emily (2017),Hiber,3600,0,2017,3600
max & leon,Distrib.,500,0,2017,500
2:22,Magn.,400,0,2017,400
avengers: infinity war,BV,678800000,1369,2018,678801369
black panther,BV,700100000,646900000,2018,1347000000
jurassic world: fallen kingdom,Uni.,417700000,891800000,2018,1309500000
incredibles 2,BV,608600000,634200000,2018,1242800000
aquaman,WB,335100000,812700000,2018,1147800000
bohemian rhapsody,Fox,216400000,687200000,2018,903600000
venom (2018),Sony,213500000,641500000,2018,855000000
mission: impossible - fallout,Par.,220200000,571000000,2018,791200000
deadpool 2,Fox,318500000,460500000,2018,779000000
fantastic beasts: the crimes of grindelwald,WB,159600000,494100000,2018,653700000
ant-man and the wasp,BV,216600000,406000000,2018,622600000
ready player one,WB,137700000,445200000,2018,582900000
operation red sea,WGUSA,1500000,577700000,2018,579200000
detective chinatown 2,WB,2000000,542100000,2018,544100000
the meg,WB,145400000,384800000,2018,530200000
ralph breaks the internet,BV,201100000,328100000,2018,529200000
hotel transylvania 3: summer vacation,Sony,167500000,361100000,2018,528600000
dr. seuss' the grinch (2018),Uni.,270600000,241000000,2018,511600000
bumblebee,Par.,127200000,340800000,2018,468000000
a star is born (2018),WB,215300000,218900000,2018,434200000
rampage (2018),WB (NL),101000000,327000000,2018,428000000
mamma mia! here we go again,Uni.,120600000,274400000,2018,395000000
solo: a star wars story,BV,213800000,179200000,2018,393000000
spider-man: into the spider-verse,Sony,190200000,185300000,2018,375500000
fifty shades freed,Uni.,100400000,271500000,2018,371900000
the nun,WB (NL),117500000,248100000,2018,365600000
monster hunt 2,LGF,706000,361000000,2018,361706000
peter rabbit,Sony,115300000,236000000,2018,351300000
mary poppins returns,BV,172000000,177600000,2018,349600000
a quiet place,Par.,188000000,152900000,2018,340900000
green book,Uni.,85100000,234700000,2018,319800000
skyscraper,Uni.,68400000,236400000,2018,304800000
ocean's 8,WB,140200000,157500000,2018,297700000
pacific rim uprising,Uni.,59900000,231100000,2018,291000000
maze runner: the death cure,Fox,58000000,230200000,2018,288200000
tomb raider,WB,58300000,216400000,2018,274700000
halloween (2018),Uni.,159300000,96100000,2018,255400000
crazy rich asians,WB,174500000,64000000,2018,238500000
paddington 2,WB,40900000,186400000,2018,227300000
smallfoot,WB,83200000,130900000,2018,214100000
creed ii,MGM,115700000,98300000,2018,214000000
disney's christopher robin,BV,99200000,98500000,2018,197700000
the equalizer 2,Sony,102100000,88300000,2018,190400000
the nutcracker and the four realms,BV,54900000,119100000,2018,174000000
the mule,WB,103800000,68700000,2018,172500000
insidious: the last key,Uni.,67700000,100100000,2018,167800000
the predator (2018),Fox,51000000,109500000,2018,160500000
johnny english strikes again,Uni.,4400000,154500000,2018,158900000
red sparrow,Fox,46900000,104700000,2018,151600000
the first purge,Uni.,69500000,67500000,2018,137000000
a wrinkle in time,BV,100500000,32200000,2018,132700000
the house with a clock in its walls,Uni.,68500000,62900000,2018,131400000
instant family,Par.,67400000,53200000,2018,120600000
the commuter,LGF,36300000,83600000,2018,119900000
game night,WB (NL),69200000,48500000,2018,117700000
the monkey king 3,WGUSA,187000,114900000,2018,115087000
first man,Uni.,44900000,60800000,2018,105700000
night school (2018),Uni.,77300000,25800000,2018,103100000
alpha,Studio 8,35900000,62300000,2018,98200000
a simple favor,LGF,53500000,44100000,2018,97600000
the favourite,FoxS,34400000,61600000,2018,96000000
truth or dare,Uni.,41400000,53900000,2018,95300000
i feel pretty,STX,48800000,45700000,2018,94500000
blockers,Uni.,60300000,33700000,2018,94000000
goosebumps 2: haunted halloween,Sony,46700000,46600000,2018,93300000
blackkklansman,Focus,49300000,44000000,2018,93300000
overboard (2018),PNT,50300000,40900000,2018,91200000
sherlock gnomes,Par.,43200000,47100000,2018,90300000
robin hood (2018),LG/S,30800000,54000000,2018,84800000
mortal engines,Uni.,16000000,67700000,2018,83700000
how long will i love u,WGUSA,747000,82100000,2018,82847000
den of thieves,STX,44900000,35600000,2018,80500000
hereditary,A24,44100000,35300000,2018,79400000
tag,WB (NL),54700000,23400000,2018,78100000
vice,Annapurna,47800000,28200000,2018,76000000
widows,Fox,42400000,33600000,2018,76000000
sicario: day of the soldado,Sony,50100000,25800000,2018,75900000
searching,SGem,26000000,49400000,2018,75400000
the spy who dumped me,LGF,33600000,41800000,2018,75400000
second act,STX,39300000,33000000,2018,72300000
sanju,FIP,7900000,63600000,2018,71500000
book club,Par.,68600000,0,2018,68600000
12 strong,WB,45800000,21600000,2018,67400000
"love, simon",Fox,40800000,25500000,2018,66300000
mile 22,STX,36100000,30200000,2018,66300000
life of the party,WB (NL),53100000,12800000,2018,65900000
isle of dogs,FoxS,32000000,32200000,2018,64200000
adrift,STX,31400000,28500000,2018,59900000
the 15:17 to paris,WB,36300000,20800000,2018,57100000
early man,LGF,8300000,46400000,2018,54700000
peppermint,STX,35400000,18400000,2018,53800000
teen titans go! to the movies,WB,29800000,22300000,2018,52100000
slender man,SGem,30600000,21200000,2018,51800000
breaking in (2018),Uni.,46800000,4600000,2018,51400000
once upon a deadpool,Fox,6100000,44400000,2018,50500000
the son of bigfoot,VPD,289000,46800000,2018,47089000
uncle drew,LG/S,42500000,4200000,2018,46700000
tyler perry's acrimony,LGF,43500000,2900000,2018,46400000
mary queen of scots,Focus,16500000,29900000,2018,46400000
the possession of hannah grace,SGem,14800000,28200000,2018,43000000
overlord,Par.,21700000,20000000,2018,41700000
the darkest minds,Fox,12700000,28400000,2018,41100000
holmes and watson,Sony,30600000,9900000,2018,40500000
show dogs,Global Road,17900000,21300000,2018,39200000
on the basis of sex,Focus,24600000,13600000,2018,38200000
namiya,CL,70800,35300000,2018,35370800
the girl in the spider's web: a new dragon tattoo story,Sony,14800000,20300000,2018,35100000
the hate u give,Fox,29700000,5200000,2018,34900000
death wish (2018),MGM,34000000,0,2018,34000000
nobody's fool,Par.,31700000,1800000,2018,33500000
bad times at the el royale,Fox,17800000,14000000,2018,31800000
baaghi 2,FIP,1300000,29900000,2018,31200000
the happytime murders,STX,20700000,6800000,2018,27500000
midnight sun,Global Road,9600000,17800000,2018,27400000
pad man,Sony,1700000,25600000,2018,27300000
monster family,VPD,127000,26300000,2018,26427000
white boy rick,Studio 8,24000000,1900000,2018,25900000
winchester,LGF,25100000,0,2018,25100000
the death of stalin,IFC,8000000,16600000,2018,24600000
strangers: prey at night,Aviron,24600000,0,2018,24600000
"paul, apostle of christ",Affirm,17600000,5500000,2018,23100000
padmaavat,VPD,11800000,11100000,2018,22900000
proud mary,SGem,20900000,876000,2018,21776000
superfly,Sony,20500000,236000,2018,20736000
if beale street could talk,Annapurna,14900000,5700000,2018,20600000
burn the stage: the movie,Trafalgar,4200000,16100000,2018,20300000
detective k: secret of the living dead,WGUSA,104000,18500000,2018,18604000
the wife,SPC,9600000,8600000,2018,18200000
hell fest,LGF,11100000,7100000,2018,18200000
chappaquiddick,ENTMP,17400000,591000,2018,17991000
they shall not grow old,WB,18000000,0,2018,18000000
free solo,NGE,17500000,0,2018,17500000
the children act,A24,548000,17000000,2018,17548000
beautiful boy (2018),Amazon,7600000,8700000,2018,16300000
hunter killer,LG/S,15800000,0,2018,15800000
tully (2018),Focus,9400000,6300000,2018,15700000
unfriended: dark web,BH Tilt,8900000,6300000,2018,15200000
upgrade,BH Tilt,12000000,2400000,2018,14400000
unsane,BST,7700000,6600000,2018,14300000
the sisters brothers,Annapurna,3100000,10000000,2018,13100000
welcome to marwen,Uni.,10800000,2100000,2018,12900000
hotel artemis,Global Road,6700000,6000000,2018,12700000
marrowbone,Magn.,1400,12300000,2018,12301400
102 not out,Sony,1300000,10900000,2018,12200000
boy erased,Focus,6800000,5000000,2018,11800000
back to burgundy,MBox,258000,11400000,2018,11658000
the bookshop,Greenwich,1600000,9900000,2018,11500000
the old man & the gun,FoxS,11300000,0,2018,11300000
gringo,STX,5000000,6000000,2018,11000000
golden slumber,CJ,94500,10600000,2018,10694500
kin,LGF,5700000,4300000,2018,10000000
the big bad fox and other tales,GK,35800,9600000,2018,9635800
traffik,LGF,9200000,336000,2018,9536000
can you ever forgive me?,FoxS,8800000,0,2018,8800000
7 days in entebbe,Focus,3300000,5400000,2018,8700000
pope francis - a man of his word,Focus,2000000,6600000,2018,8600000
condorito: la pelicula,LGF,448000,8000000,2018,8448000
suspiria,Amazon,2500000,5400000,2018,7900000
disobedience,BST,3500000,4400000,2018,7900000
qué león (what a lion),Spanglish,2600000,5200000,2018,7800000
life itself (2018),Amazon,4099999,3700000,2018,7799999
beirut,BST,5000000,2500000,2018,7500000
return of the hero,Distrib.,37100,7300000,2018,7337100
soorma,Sony,390000,6200000,2018,6590000
the hurricane heist,ENTMP,6100000,0,2018,6100000
every day (2018),Orion,6100000,0,2018,6100000
leave no trace,BST,6000000,0,2018,6000000
my hero academia: two heroes,FUN,5800000,0,2018,5800000
destroyer,Annapurna,1500000,4000000,2018,5500000
madame,Blue Fox,91000,5300000,2018,5391000
colette,BST,5100000,0,2018,5100000
blindspotting,LG/S,4300000,530000,2018,4830000
cold war (2018),Amazon,4600000,0,2018,4600000
papillon (2018),BST,2300000,2200000,2018,4500000
gotti,VE,4300000,0,2018,4300000
the mercy,Scre.,29500,4200000,2018,4229500
hichki,Yash,330000,3900000,2018,4230000
ya veremos,PNT,4200000,0,2018,4200000
don't worry he won't get far on foot,Amazon,1400000,2500000,2018,3900000
a private war,Aviron,1600000,2200000,2018,3800000
ben is back,RAtt.,3700000,0,2018,3700000
bad samaritan,Electric,3400000,0,2018,3400000
gauguin: voyage to tahiti,Cohen,200000,3100000,2018,3300000
shoplifters,Magn.,3300000,0,2018,3300000
the front runner,Sony,2000000,1200000,2018,3200000
2001: a space odyssey (2018 re-release),WB,3200000,0,2018,3200000
wildlife,IFC,1100000,2000000,2018,3100000
la boda de valentina,PNT,2800000,0,2018,2800000
you were never really here,Amazon,2500000,0,2018,2500000
billionaire boy's club,VE,1300,2500000,2018,2501300
the rider,SPC,2400000,0,2018,2400000
mary and the witch's flower,GK,2400000,0,2018,2400000
bilal: a new breed of hero,VE,491000,1700000,2018,2191000
a fantastic woman,SPC,2000000,0,2018,2000000
met opera: la traviata,Fathom,1900000,0,2018,1900000
capernaum,SPC,1700000,0,2018,1700000
i still see you,LGF,1400,1500000,2018,1501400
finding your feet,RAtt.,1400000,0,2018,1400000
never look away,SPC,1300000,0,2018,1300000
maria by callas,SPC,1300000,0,2018,1300000
mandy,RLJ,1200000,0,2018,1200000
andhadhun,Eros,1200000,0,2018,1200000
lean on pete,A24,1200000,0,2018,1200000
nothing to lose (2018),Swen,1000000,0,2018,1000000
raid (2018),Eros,1000000,0,2018,1000000
the insult,Cohen,1000000,0,2018,1000000
little italy,EOne,990000,0,2018,990000
the catcher was a spy,IFC,725000,229000,2018,954000
the miseducation of cameron post,FR,905000,0,2018,905000
kedarnath,PackYourBag,901000,0,2018,901000
schindler's list (2018 re-release),Uni.,833000,0,2018,833000
mirai,GK,813000,0,2018,813000
beast,RAtt.,800000,0,2018,800000
pokemon the movie: the power of us,Fathom,789000,0,2018,789000
the party (2017),RAtt.,750000,0,2018,750000
burning,WGUSA,719000,0,2018,719000
foxtrot,SPC,619000,0,2018,619000
the sound of music (2018 re-release),Fathom,616000,0,2018,616000
the big lebowski (20th anniversary),Fathom,583000,0,2018,583000
manmarziyaan,Eros,567000,0,2018,567000
loveless (2018),SPC,566000,0,2018,566000
tommy wiseau's the room,Fathom,550000,0,2018,550000
fireworks (2018),GK,525000,0,2018,525000
the spy gone north,CJ,501000,0,2018,501000
the happy prince,SPC,466000,0,2018,466000
final portrait,SPC,462000,0,2018,462000
bag of marbles,Gaum.,411000,0,2018,411000
vertigo (60th anniversary),Fathom,394000,0,2018,394000
oh lucy!,FM,375000,0,2018,375000
mountain,Greenwich,365000,0,2018,365000
time freak,Grindstone,10000,256000,2018,266000
what they had,BST,260000,0,2018,260000
batti gul meter chalu,Eros,250000,0,2018,250000
borg vs. mcenroe,Neon,231000,0,2018,231000
matangi/maya/m.i.a.,Abr.,231000,0,2018,231000
mazinger z: infinity,Fathom,221000,0,2018,221000
fate/stay night: heaven's feel - i. presage flower,Fathom,194000,0,2018,194000
summer 1993,Osci.,186000,0,2018,186000
maquia: when the promised flower blooms (subtitled),Elev.,186000,0,2018,186000
karwaan,PackYourBag,182000,0,2018,182000
last letter,CL,181000,0,2018,181000
the accidental detective 2: in action,CJ,179000,0,2018,179000
the guardians,MBox,177000,0,2018,177000
luis & the aliens,VPD,170000,0,2018,170000
double lover,Cohen,168000,0,2018,168000
ghost stories,IFC,149000,0,2018,149000
museo,Vita.,149000,0,2018,149000
the little mermaid (2018),Conglomerate,147000,0,2018,147000
the young karl marx,Orch.,126000,0,2018,126000
becoming astrid,MBox,120000,0,2018,120000
ryuichi sakamoto: coda,MUBI,117000,0,2018,117000
gonjiam: haunted asylum,WGUSA,115000,0,2018,115000
take point,CJ,112000,0,2018,112000
the dawn wall,Orch.,112000,0,2018,112000
the negotiation,CJ,111000,0,2018,111000
the captain,MBox,109000,0,2018,109000
mary shelley,IFC,109000,0,2018,109000
in between,FM,108000,0,2018,108000
namaste england,Eros,104000,0,2018,104000
happy phirr bhag jayegi,Eros,103000,0,2018,103000
ismael's ghosts,Magn.,103000,0,2018,103000
revenge (2018),Neon,102000,0,2018,102000
unstoppable (2018),WGUSA,101000,0,2018,101000
reign of judges: title of liberty - concept short,Darin Southa,93200,5200,2018,98400
the third murder,FM,89300,0,2018,89300
the house that jack built,IFC,88000,0,2018,88000
custody,KL,83900,0,2018,83900
godard mon amour,Cohen,82300,0,2018,82300
just a breath away,EOne,78000,0,2018,78000
mukkabaaz,Eros,75900,0,2018,75900
keys to the heart,CJ,75100,0,2018,75100
tehran taboo,KL,74800,0,2018,74800
the last suit,OutF,73500,0,2018,73500
"nico, 1988",Magn.,73300,0,2018,73300
antonio lopez 1970: sex fashion & disco,FM,43200,30000,2018,73200
helicopter eela,Eros,72000,0,2018,72000
under the tree,Magn.,67600,0,2018,67600
before we vanish,Super,52100,0,2018,52100
i am not a witch,FM,50900,0,2018,50900
racer & the jailbird,Super,46300,0,2018,46300
rodin,Cohen,44300,0,2018,44300
what will people say,KL,44200,0,2018,44200
a ciambra,IFC,41900,0,2018,41900
oolong courtyard,CL,37700,0,2018,37700
girls vs gangsters,WGUSA,37100,0,2018,37100
"no date, no signature",Distrib.,36400,0,2018,36400
the apparition (2018),MBox,28300,0,2018,28300
the charmer,FM,26200,0,2018,26200
elliot: the littlest reindeer,Scre.,24300,0,2018,24300
the workshop,Strand,22100,0,2018,22100
loving pablo,Uni.,22000,0,2018,22000
a paris education,KL,21600,0,2018,21600
tag along: the devil fish,CL,20700,0,2018,20700
gabriel and the mountain,Strand,18400,0,2018,18400
marlina the murderer in four acts,Icar.,17800,0,2018,17800
the escape,IFC,14000,0,2018,14000
how victor 'the garlic' took alexey 'the stud' to the nursing home,CARUSEL,13000,0,2018,13000
"lou andreas-salomé, the audacity to be free",CLS,12900,0,2018,12900
let yourself go,Men.,12200,0,2018,12200
hannah (2018),PDF,11700,0,2018,11700
souvenir,Strand,11400,0,2018,11400
furious (legend of kolovrat),CARUSEL,10000,0,2018,10000
beauty and the dogs,Osci.,8900,0,2018,8900
the quake,Magn.,6200,0,2018,6200
edward ii (2018 re-release),FM,4800,0,2018,4800
el pacto,Sony,2500,0,2018,2500
the swan,Synergetic,2400,0,2018,2400
an actor prepares,Grav.,1700,0,2018,1700
